url,type,name
http://dawn-dish.com/en-us/products/by-line/new-zealand-springs-scent,yes,
http://www.pepto-bismol.com/en-us/products/liquid/original-liquid,yes,
http://crest.com/en-us/products/crest-3d-white-luxe-diamond-strong-toothpaste,yes,crest
http://bountytowels.com/en-us/shop-products/paper-towels/bounty-select-a-size,yes,
http://www.charmin.com/en-us/shop-products/toilet-paper/ultra-strong-toilet-paper,yes,
http://swiffer.com/en-us/shop-products/mopping/swiffer-wetjet-mop-starter-kit,no,
http://www.prilosecotc.com/en-us/products/prilosec-otc-tablets,yes,
http://cascadeclean.com/en-us/products/by-line/actionpacs-citrus-scent,yes,
http://puffs.com/en-us/shop-products/lotion-tissue/puffs-plus-lotion,yes,
