url,type
http://www.charmin.com/en-us/about-us/meet-the-bears,a
http://www.charmin.com/en-us/about-us/history-of-toilet-paper,a
http://www.charmin.com/en-us/about-us/enjoythego,a
http://www.charmin.com/en-us/about-us/charmin-history,a
http://www.charmin.com/en-us/about-charmin/faq,a
